Tweet,GT Target,GT Stance,Mapped Target
None! @JoeBiden is it all ends to bow out and take up knitting. No more old white guys in charge!!!,Joe Biden,AGAINST,Joe Biden
"If this document is authentic, then the Ukrainian prosecutor who was forced out by Biden fully believes it was because of Hunter Biden and the Burisma investigation. Dems still calling this a #GOP conspiracy theory? #Biden",Joe Biden,AGAINST,Joe Biden
"If #JoeBiden had ever had a fully functioning brain, Barack Hussein Obama would not have chosen him to be his VP / Shoe Shine Boy.",Joe Biden,FAVOR,Joe Biden
A real bi-partisan specialist and pragmatically progressive @JoeBiden runs to Unite the uSA along the wide scale win-win way. #PresidentBiden.,Joe Biden,FAVOR,Bernie Sanders
"bold vision Joe, you cant even define a bold vision, let alone have one. Go home, Joe.",Joe Biden,AGAINST,Joe Biden
A.K.A #JoeBiden launches Presidential Campaign with one big giant G A F !!!!!! #CharlottesvilleHoax Way to go ditsy Joe.,Joe Biden,FAVOR,Donald Trump
@seanhannity look up 107-296 it's public record @JoeBiden @HillaryClinton all voted for it. FOR EVERYBODY FIGHTING ABOUT THE DETAINMENT OF CHILDREN SKIP TO 107-296 116-2205 ITS PUBLIC RECORD AND A CONGRESS ISSUE WAS PASSED 02,Joe Biden,AGAINST,Bernie Sanders
"I didn't know we had @JoeBiden to thank for shielding student debt from bankruptcy. You need to do better for your 2020 candidates, @DNC. via @YouTube",Joe Biden,FAVOR,Bernie Sanders
Hey @PeteButtigieg @joebiden was Lamar Alexander one of those Republicans we should all get along with? Or SusannCollins? Or Murkowski? Wake up centrist and pick a side.,Joe Biden,FAVOR,Joe Biden
"#FromTheRight: Biden Is Not A Healthy Guy, Former Obama Doctor Says | Reporting by @DailyCaller #Biden #Election2020",Joe Biden,AGAINST,Joe Biden
@JoeBiden it's not presidential for you to have your creepy hands all over women and little girls that you had for 8 years,Joe Biden,AGAINST,Joe Biden
Together we can make a difference. Proud to be working to expand access to #cancer treatment &amp; prevention using the #ProjectECHO model with help from our partner Bristol-Myers Squibb Foundation #BidenCancerSummit #cancerFIERCE @JoeBiden #RuralHealth @BidenCancer @bmsnews @obogler,Joe Biden,FAVOR,Unrelated
So the more #JoeBiden talks the worse off he is so it is smart that his campaign staff would have him as quiet as possible while they work to attack his opponents,Joe Biden,AGAINST,Bernie Sanders
"And then theres those ppl always calling others racist, which to me means theyre (YOU) the real racist. #AssholeJoe #Biden",Joe Biden,FAVOR,Donald Trump
"Because Shokin was supposed to be investigating the Foreign Aid money that Zlochevsky laundered through Burisma before beating feet to Russia in 2012. The EU, Eurobank, and the IMF were all clamoring to get his ass fired. Not ""Just Joe Biden"" Were -they- covering for Hunter?",Joe Biden,AGAINST,Joe Biden
These folks running for president I tell you they don't know what it's like to actually do something for what they're talkin about Biden has done more for women and War for minorities then the combine other candidates on the stage #DemocraticDebate,Joe Biden,AGAINST,Bernie Sanders
"What better way for the democrats to start putting in #marxist in congress then to have NancyPelosi &amp; the #democrats have the world world the think #JoeCrowley ""shockingly"" lost. When it fact having her win is exactly in the #democrat playbook.",Joe Biden,AGAINST,Donald Trump
"Creepy uncle Joe @JoeBiden never logical, never factual, never realistic or truthful, but almost always entertaining. #LiberalismIsAMentalDisease",Joe Biden,AGAINST,Joe Biden
#Biden will be defined by his deficiencies - Cognitive issues - History of touchy feely w rape allegation - Failed econ policies under Obama - Obama Admin litany of corruption &amp; scandal - #HunterBiden/ China - 42 yrs as part of the DC problem NOT solution,Joe Biden,AGAINST,Joe Biden
They are just trying to fool enough older folks into siding with Biden. They know they have little hope in tricking internet savvy under 40 year olds.,Joe Biden,AGAINST,Bernie Sanders
"Spotted via @MJHaugen: `Rather than questioning the purpose of the proposed Iraq invasion, #Biden took it for granted that the world would go along...`",Joe Biden,AGAINST,Bernie Sanders
"Joe, you had your chance It was a mess when you and BHO left And it appears you engaged in corrupt self dealing Go away #Biden",Joe Biden,AGAINST,Joe Biden
"Wonder if .@jaketapper and .@AC360 will give #kamalaHarris a pass on her bullshit attack in #JoeBiden. Im not a Biden fan, but Harris is a dirty prosecutor trying to remake herself.",Joe Biden,AGAINST,Joe Biden
"Hey #Democrats the fight is on. You are 9 years late to it. You have let Mitch run over you. Should stop now. I'm sick of I'm outraged statements, the #Democrats version of thoughts and prayers. Get mad. Act with urgency. Fire up @JoeBiden and let him channel @andrewdiceclay",Joe Biden,FAVOR,Joe Biden
Dr King said the ultimate measure of a human life is not where someone stands in times of comfort & convenience but where he/she stand in times of controversy & challenge. #dems @JoeBiden @JoeNBC #cnn #msnbc #nytimes #NAACP @SpeakerPelosi #wtop #univision #senatefloor #housefloor,Joe Biden,FAVOR,Joe Biden
"Hey @JoeBiden, with 2020 on the horizon, how about proposing another Joe to join along with you? @RepJoeKennedy you up for VP? #BidenKennedy2020",Joe Biden,FAVOR,Joe Biden
"#Biden also argued there was no rush to name a tie-breaker to the court. Ties were rare. It was far more important to give American voters a say in the process w/the election of the next President. Bide did it to tie G. W. Bush's hands, a #Republican, but it came up under #Obama.",Joe Biden,FAVOR,Joe Biden
AOC: were not interested in turning oil barons into solar barons. Also: Biden doesnt get it. #FeelTheBern,Joe Biden,AGAINST,Bernie Sanders
Joe Biden: Good guys and bad guys. That mentality is why we Americans are so self centered and self righteous. #DemocraticDebate,Joe Biden,FAVOR,Joe Biden
"The amnesia defense, man. What say you @BidenInsultBot? 2020 election: Joe #Biden says anyone who believes Tara #Reade should not vote for him in November",Joe Biden,AGAINST,Bernie Sanders
"@JoeBiden tell Hillary thats WHAT HAPPENED! Do people not get medical treatment or drivers license because they show ID? Whats the difference in showing ID FOR VOTERS? How does it keep them from voting? Explain to America be prepared if you run, SLIMEBALL!",Joe Biden,AGAINST,Joe Biden
Spotted near the Democratic debate! The #JoeCone ice cream truck! #DemDebate #Elections2020,Joe Biden,FAVOR,Donald Trump
"@RepValDemings for VP. As a African American woman with intimate knowledge of law enforcement from a battleground state, she is uniquely qualified to be VP in this moment in history, and can help VP Biden bring it home in November. #ValDemingsforVP #VPValDemings #voteblue #blm",Joe Biden,FAVOR,Joe Biden
Yep I will take my chances with the loyal vice president of the first black president than the asshole who wanted to primary that first black president #JoeBiden,Joe Biden,FAVOR,Bernie Sanders
Thanks to that empty suit Joe Biden clip during Thomas confirmation. Lets face it...no one has ever accused Joe Biden of being smart.,Joe Biden,AGAINST,Joe Biden
First TV interview with Lucy Flores on Biden accusation @CNNPolitics This gal is so full of SHIT! 1) @LucyFlores Have u looked in the mirror? U think @JoeBiden wants to smell ur hair...? 2) what took u so long if ur so bothered by it?,Joe Biden,AGAINST,Joe Biden
Im in favor of investigating corruption. Being a presidential candidate does not grant immunity. No one is above the law. That includes @JoeBiden and Hunter. What are you trying to hide? #CorruptionCrew,Joe Biden,AGAINST,Joe Biden
@JoeBiden is the best!!!! Please run for President we need you!,Joe Biden,FAVOR,Joe Biden
No one under 70 has ever heard the term malarkey come out of anyones mouth other than Joe Biden. Myself included.,Joe Biden,AGAINST,Joe Biden
@JoeBiden DON'T EVEN THINK ABOUT IT! YOU'LL ONLY BE SETTING THE DEMONCRATS UP FOR AN HRC PART 2. NO MORE NEO-LIBERAL CORPORATISTS EVER!!!!!!!! THE PEOPLE HAVE ALREADY SPOKEN! ******LISTEN!!!******,Joe Biden,AGAINST,Bernie Sanders
Congratulations my First Family. Please come out into the opening more so we can at least see you @BarackObama @JoeBiden @SCUSBoardChair too. Love and miss them dearly.,Joe Biden,FAVOR,Joe Biden
With all of the public photos with his hands groping children? Good luck with that. #JoeBiden #Biden,Joe Biden,AGAINST,Joe Biden
"while I support Joe, I jokingly call Gov. Cuomo President Andrew. There's still time for a draft, isn't there? #DNC",Joe Biden,FAVOR,Bernie Sanders
The cruelty in #JoeBiden candidacy is his obvious mental decline &amp; the fact that establish Dems &amp; corporate America continue promoting him regardless of the personal/professional outcome to him &amp; the country. It is shameful. #NoBiden,Joe Biden,AGAINST,Joe Biden
"Now we all had a good time dancing on the proverbial grave of #JoeBiden yesterday. But remember it's not his diminishing mental state or his gaffs that make him bad. It's his long history of political actions that hurt people of color, women and poor ppl",Joe Biden,AGAINST,Joe Biden
"And even if he didn't know,he is basically not a worse person. It only shows us that the root of all evil is equal opportunities and access to education for everyone,not just for the privileged! That is the point we should think about. Biden will be on the right track! #VoteBlue",Joe Biden,FAVOR,Bernie Sanders
"Don't worry. In a few months, he'll have to address him as ""President Biden"". #JoeBiden #VoteBiden2020 @JoeBiden",Joe Biden,FAVOR,Joe Biden
"Women dont like it when old, white men pander to them for their votes. Women want to be at the top of the ticket, not in the consolation spot as VP. You are a joke, Joe and will be making the same mistake that Walt and Johnny made. #DementiaJoe #DemocratsAreDangerous",Joe Biden,AGAINST,Joe Biden
#DemocraticDebate Wow!!! Uncle Joe just whacked Gillibrand : Whats changed ? You running for President ...,Joe Biden,FAVOR,Joe Biden
I've gotta say it LOUD n C L E A R...u don't have what it takes to win. You're a THIEF (who stole OUR $$. A LIAR (not very good 1 tho). U were the sleeping dog for Obama while he tried to destroy OUR country! U r a P.O.S.!!! Nothing about u says 'presidential' #NoJoe #Biden,Joe Biden,AGAINST,Joe Biden
Sorry Joe this dreg is voting red. Your opinion of good government is allowing socialism you & Obummer let our jobs go & told plp the days of earning a living by working hard were over. You are trying to squash the middle class. Homelessness needs to end not increase. Go awayJoe,Joe Biden,AGAINST,Bernie Sanders
"Burisma paid Joe #Biden $900,000 for lobbying Ukrainian MP. Burisma paid no less than $16.5 million to Aleksander #Kwasniewski",Joe Biden,AGAINST,Joe Biden
"Didn't start well but #JoeBiden gave a great answer to why he thinks he can work with #GOP, especially considering, as he said, they've attacked him and his family.",Joe Biden,FAVOR,Donald Trump
This is why we still need Elizabeth Warren! We need her integrity & her ability to get shit done #ElizabethWarren #WarrenCoronavirusPlan #ShesGotAPlanForThat #ElizabethWarren #WeNeedWarren #NeverthelessShePersisted #ItsTimeForWomenToLead #WarrenBiden,Joe Biden,FAVOR,Bernie Sanders
"You know what else is up dock?Intimidating not just a Diplomat but multiple careers,in the DOJ with our NATO relations,and in turn #MakeAmericaGreatAgain into,#AbuseOfPower,#JoeBiden#hunterbiden#Urkraine#Coup#Quidproquo#Slander&amp;lies#Graystate#lies#ALtright#Comunist#Altright#Thug!",Joe Biden,AGAINST,Donald Trump
"#JoeBiden: ""if you don't fire that prosecutor, United States will not give you $1Billion in Aid"" &amp; ""if you don't trust me call #BarackObama Treason!! Locke Em Up!!",Joe Biden,AGAINST,Joe Biden
In the famous words of mad Maxine what's good for the goose is good for the gander #ReleaseTheTranscript #JoeBiden #UkraineBiden #UkraineForGain,Joe Biden,AGAINST,Joe Biden
"Biden and Booker's popularity percentage bring into question the validity of this graphic lol. And no Gabbard, too, raises questions.",Joe Biden,AGAINST,Joe Biden
"Fear of those voters got us the hateful, cruel, corrupt GOP we have in power now. Ignorance of those voters and alienation of those voters will keep that GOP in power. #Biden plays into both fear of those voters &amp; alienation of them.",Joe Biden,AGAINST,Donald Trump
"Unfortunately, Joe you have also decided not to stand up for the American people. Your actions speak louder then your words.",Joe Biden,AGAINST,Donald Trump
@JoeBiden Why don't you and Stevens crawl back under your retirement rocks and keep your mouths shut? The both of you don't give a damn about law abiding citizens being able to defend ourselves and our families. How many armed guards do you have around to protect you?,Joe Biden,AGAINST,Joe Biden
"Rather than listing out facts, policies and political history - @JoeBiden keeps referring viewers to his website. He clearly cant remember any of these during the #DemDebate and is not consistent when he does speak on them. Makes me worry about his ability to be #President.",Joe Biden,AGAINST,Bernie Sanders
@JoeBiden people gaining up on you is ridiculous this thing about race is ridiculous they're making too much of it just to win a primary. I actually liked Cory Booker before this I no longer do. If gang bangers bothers him so much maybe he's two thin skined to be President,Joe Biden,AGAINST,Joe Biden
Joe Biden act sometimes like he just escaped from the nursing home. #Biden,Joe Biden,AGAINST,Joe Biden
Biden accuser is destroying her life all by herself by jumping into politics for no reason. She needs to jump out of it and walk away. Blue party is not vengeful and we will leave her alone IF she leaves us alone. #VoteBiden2020,Joe Biden,FAVOR,Joe Biden
"United, we can do this. Join #TeamJoe, and help get the orange stain out of the White House",Joe Biden,FAVOR,Donald Trump
LMAOOOOO no it was young joe Biden and he was the coolest dude ever,Joe Biden,FAVOR,Joe Biden
"Dude, an @ewarren President, and @PeteButtigieg Vice President ticket would of been amazing! Both have such empathy, and truly care for other's lives! Proud to see them in earnest support towards @JoeBiden. #ElizabethWarren #Biden #coronavirusthoughts",Joe Biden,FAVOR,Joe Biden
#occasionalcortex following #JoeBiden lead! Creepy Joe stays in basement away from media... no embarrassment @AOC avoids debates because she knows she would be destroyed &amp; eaten alive!,Joe Biden,AGAINST,Joe Biden
"If this is true, why did you and @BarackObama bail-out the banks in 2008/09 with zero consequences or criminal charges? Actions speak louder than words, Joe. #BlueMAGA #Biden",Joe Biden,FAVOR,Joe Biden
Joe Biden 'Very Close' To 2020 Decision As His Family Gives Its Blessing. #election2020,Joe Biden,FAVOR,Donald Trump
"@AndrewYang ""WE ARE BUILDING THE MOVEMENT TO REWRITE THE RULES TO WORK FOR US, THE PEOPLE. IT'S TIME FOR A HUMAN-CENTERED AMERICA."" Then why did you endorse Biden? He said ""nothing will change"" with me. i wish you had a spine and would just stick to your principles. #FeelTheBern",Joe Biden,AGAINST,Bernie Sanders
"Congrats, #JoeBiden. You sound like John Bolton or Marco Rubio. Why we wouldn't vote for you, either, Real Dem. Shame on progressives lining up with this disgrace of a politician who knowingly helped lead the U.S. into Iraq on a pack of lies War monger!",Joe Biden,AGAINST,Donald Trump
Things are pretty sweet out here in Sioux County for the Dessert Social! @JoeBiden is the only candidate my grandma would make cookies for! Democrats in Northwest Iowa are Fired Up &amp; Ready for,Joe Biden,FAVOR,Bernie Sanders
"If #Biden is the last great white ""moderate"" Democrat hope, the DNC is clawing at the bottom of the barrel. #SomeoneGiveHimSoGinkoBiloba I bet #ElizabethWarren is the nominee unless Cankles hops in, or the real Democrat party dream, thrill-up-the-leg candidate, Michelle O #OhNo",Joe Biden,AGAINST,Joe Biden
#JoeBiden's (ready for office letter) HAD A MASSIVE CYA! statement from the doctor&gt; I did not test for cognitive function HELLO RED FLAG! Ive never seen that in any ready for office letter for any candidate!,Joe Biden,FAVOR,Bernie Sanders
So did Biden just have an episode or was he trying to mimic a stutterer? #DemocraticDebate,Joe Biden,AGAINST,Joe Biden
"@SpeakerPelosi @TeamPelosi If y'all liberal white folks don't stop dismissing the hurt and anger of your most solid voting block, you will lose. If you lose the black vote, you will lose. Stop ignoring our pain. Respect us. #racism #ThursdayThoughts #JoeBiden #respect",Joe Biden,FAVOR,Joe Biden
"Aww stop it dude, I know it seems that way, but God loves Joe too. Joe is a very bad man. Joe will pay. Vengeance and Karma both go to #JoeBiden #GodNeverChanges",Joe Biden,AGAINST,Donald Trump
"If I were a woman, I think I'd rather be chosen for my 'big tits and great arse' than my identity-politics. #JoeBiden",Joe Biden,FAVOR,school uniforms
"I firmly believe they jumped the shark in the last 60 days. . People are seeing and feeling all they need to know about the vicious animal the left has become. Authoritarianism is now the rule for them, not the exception. Juice Box Joe will lose at least 40 states.",Joe Biden,AGAINST,Donald Trump
"I guess that #StaceyAbrams will be #JoeBiden VP running mate; she is a black woman, Georgia's politician and Yale graduated. That's adding a lot to a weak (and old) candidacy. Abrams says: Ive spent 25 years in independent study of foreign policy..."" Well, not a big deal...",Joe Biden,AGAINST,Joe Biden
"Really Biden? Really? Actually, Voter ID Laws prevent ILLEGALS from voting. How come other ID laws are not preventing minorities and the poor from accessing other services.? You people promote voter IDs in other countries but U want illegals in the US to be able to vote 4 DEMS.",Joe Biden,AGAINST,Donald Trump
You Joe Biden are a two faced lying man who has no business in public service! What a disgrace to talk out of both sides of your mouth! But just remember what goes around comes around!,Joe Biden,AGAINST,Joe Biden
Doesnt seem right that #bloomberg can just hand over his campaign staff and infrastructure to #biden...#BloombergDropOut,Joe Biden,AGAINST,Bernie Sanders
1) Werent these the same talking heads who didnt like #Biden taking credit for #Obama &amp; the work he did?,Joe Biden,AGAINST,Joe Biden
Cant wait to vote in November. Never been more motivated.#Biden2020,Joe Biden,FAVOR,Joe Biden
Remember when @JoeBiden hijacked @BillClinton ag picks Zoe Baird and Kimba Wood? They had illegal aliens as nannies and Biden kept that from the committee. Clinton had to yank them and we got Jack Reno. Democrats use people anyway they can.,Joe Biden,AGAINST,Joe Biden
@NewDay @MSNBC I am so disappointed to hear that @amyklobuchar has dropped out of the race for VP. She would have been an excellent VP and then POTUS in 2024 @JoeBiden #VoteBlue2020 #amyklobuchar2024,Joe Biden,FAVOR,Joe Biden
@JoeBiden Thank you for running for President of the United States of American. Keep up the work an think about Kamala Harris for vice president,Joe Biden,FAVOR,Joe Biden
"You know youre going to make it when the image of your dad, your husband, your friend crosses your mind and a smile comes to your lip before a tear to your eye. Thats when you know, and I promise you, I give you my word I promise you, that day will come. -@JoeBiden @MSNBC",Joe Biden,FAVOR,Joe Biden
"Joe is too old, white, and male Harris/Beto is a winning ticket",Joe Biden,AGAINST,Joe Biden
"Watch this video, @MeghanMcCain and watch what @JoeBiden did to you in it. The same feeling of hope you felt is what we all felt with the president this man served. Your party does the opposite of that.",Joe Biden,FAVOR,Joe Biden
"Interesting how @JoeBiden is being pummeled by pundits. Its night one. He was front runner. Only way from number one is down. His challenge is how to have a future, rather than a past. Early days. Still a strong night for the Democrats #DemocraticDebate",Joe Biden,AGAINST,Joe Biden
You so afraid of losing to #JoeBiden in November. That's the only reason acting like child. I never seen a so call president act the way you do.,Joe Biden,AGAINST,Donald Trump
"Yes, we need an O'BidenBama Dem who's fighting #LuhanVirus and #MedicareForAll, who's been credibly accused of rape and sexual harassment, a liar who tries to lie his way out of lies, but do go on @cmclymer",Joe Biden,AGAINST,Joe Biden
"Well alright, @JoeBiden showed up tonight! Better late than ever buddy, better late than never. #DemDebate #JoeBiden #DefendOurDemocracy",Joe Biden,FAVOR,Bernie Sanders
He also said Bobby Kennedy and Martin Luther King were murdered in the seventies! No way @JoeBiden can be President. No way.,Joe Biden,AGAINST,Joe Biden
"Several states, including #Colorado, already do. The only consequence? Higher voting rates. Universal voting scares the @GOP @POTUS because when people vote, we win. #2020Elections #VoteJoe #VoteByMail2020 #VoteBlueToSaveAmerica2020 #JoeBiden",Joe Biden,FAVOR,Donald Trump
"#GavinNewsom is no better than #HunterBiden. He's an arrogant rich guy focused only on himself. In fact, Gavin is worse . . . he lets down the entire state; Hunter only lets down his father.",Joe Biden,AGAINST,Joe Biden
@MichaelAvenatti thanks for posting this. Agree on all three descriptives. #JoeBiden,Joe Biden,FAVOR,Joe Biden
"@AOC is worse than Christine ODonnell - the practicing witch who ran for #Biden Delaware Senate Seat! Leave #AOC alone - Everything that comes out of her mouth is simply hysterical! Not doing favors for Millennial Stereotypes, but whatever... laughing does not hurt!",Joe Biden,AGAINST,Bernie Sanders
Am I the only one who thinks #JoeBiden was correct in his opposition to the bin Laden raid? It was a risky move that could have been disastrous to US-Pakistan relations &amp; bin Laden had little influence on anything by that time. It had no strategic value other than revenge.,Joe Biden,FAVOR,Joe Biden
"#Biden should also name #Warren as the VP, and adjust some of his policies to a more progressive agenda to get the support of the progressive base of the party.",Joe Biden,AGAINST,Bernie Sanders
We cannot accept disparities in outcomes based on ZIP codes @JoeBiden #BidenCancerSummit,Joe Biden,FAVOR,Unrelated
I shall never forget my then-editor at SPIN asking me to write a hit piece on #AnitaHill. #Biden did that. And it was one of only a handful of pieces I have ever refused to do.,Joe Biden,AGAINST,Bernie Sanders
My political prediction is #Biden WONT run for president and will drag this out just to make millions!!! Middle-Class Joe rakes in millions via @politico,Joe Biden,AGAINST,Bernie Sanders
Don't go too far left #cornPop @JoeBiden or we will start asking questions thank 4 the heads up @JoeB good moring mike,Joe Biden,FAVOR,Bernie Sanders
Biden Says Poor Kids Are Just as Smart as White Kids #JoeBiden gave away his #RacialBias in his remarks. Trying to quickly change those remarks just doesnt do it.,Joe Biden,AGAINST,Joe Biden
How in the fuck can anyone vote for Biden right now? How can anyone VOTE right now? WHY DOES THIS SHIT KEEP HAPPENING?!?,Joe Biden,AGAINST,Bernie Sanders
"Mr. Biden, for years I thought you were the guy I wanted to see as president someday. I realize now after your latest hiding in the shadows waiting to contribute comments, you are simply not the right guy. You cant hear the screaming of the victims or see economic drain.",Joe Biden,AGAINST,Joe Biden
"Dr Biden, my arse she worked on a community College , give me a break.",Joe Biden,AGAINST,Joe Biden
"Thank you, Mr Biden, for your compassion and strength. A true statesman.",Joe Biden,FAVOR,Donald Trump
"How much more evidence do you need that the big switcheroo is coming before the convention? Even #Biden knows he's a placeholder, he tells you almost everyday, it's the one coherent thing he says.",Joe Biden,AGAINST,Bernie Sanders
What does #JoeBiden or @staceyabrams have to offer my group ? African Decendants of Slavery in America? No Tangible Benefits then #NOVOTE,Joe Biden,AGAINST,Bernie Sanders
This Part one with 2 more from @Oann and why #Biden should be receive a subpoena. Get this out to all please.,Joe Biden,AGAINST,Joe Biden
It's gotta tell ya something when hell endorse a foreign leader before he does his vice president. #JoeBiden Also @JustinTrudeau is a numpty,Joe Biden,AGAINST,Joe Biden
I had a dream I met @JoeBiden and he took me to the store to get his book and offered to buy me coffee and honestly that was the best dream Ive ever had in MY ENTIRE LIFE,Joe Biden,FAVOR,Bernie Sanders
Incase anyone is wondering how I spent my lunch break....#TeamJoe,Joe Biden,FAVOR,Joe Biden
The @POTUS uses These so-called #COVID briefings as campaign rallies. Stop airing them! @MSNBC @CNN @CNNPolitics @abcnews @NBCNews @CBSNews or give @JoeBiden equal airtime #Elections2020,Joe Biden,FAVOR,Donald Trump
"Democrats 2016: ""We will not stand for this! Let's take back the White House! #BlueWave! #Resist! It's time to challenge the status quo!"" Democrats 2020: ""Let's vote for the creepy moderate who isn't sure about medical marijuana or universal healthcare. #JoeBiden """,Joe Biden,FAVOR,Joe Biden
we have to understand that what @JoeBiden is doing is casting a wide net ... this is necessary to turn the #Senate blue and maintain the House,Joe Biden,FAVOR,Bernie Sanders
#MedicareForAll is not the answer according to Joe. Government stepping up and helping for profit hospitals is the answer. #EatTheRich,Joe Biden,AGAINST,Bernie Sanders
"Its like a fairytale that you tell someone, we know they might not live happily ever after but its just a fairytale #biden will never have a chance to do anything and he knows it.",Joe Biden,AGAINST,Bernie Sanders
The only difference I can tell between Hillary and Biden is that one is an innie and the other an outtie. Does the establishment **really** think that is enough of a difference to get him elected? #tytlive,Joe Biden,AGAINST,Bernie Sanders
"Are you really trying to suggest Biden, who is polling at the top of the field, should be a lesser target than Brown. Seriously get a fucking life.",Joe Biden,FAVOR,Bernie Sanders
"@JoeBiden is one of the many on the regressive-wing of the Democratic party. If you're a politician and not for Medicare for all, you're not a worthy of being president or even holding office of any stature. #PowerToThePeople #Medicare4All #Democrats",Joe Biden,AGAINST,Bernie Sanders
No question about that. He probably also won't be threatening to beat people up.. lol #CrazyJoeBiden,Joe Biden,AGAINST,Joe Biden
"He will not recover!... These are the most devastating 4 words I have ever heard in my whole life. He will not recover... May 30, 7:51 pm... it happened.. My God, My boy, my beautiful boy! - @JoeBiden - #PromiseMeDad",Joe Biden,FAVOR,Joe Biden
"Joe Biden, get off my YouTube. Andys got a nursing home for you. Its time for your meds. #joebiden @JaniceDean",Joe Biden,AGAINST,Joe Biden
"YOU SIR. ARE THE BIGGEST QUEEN IVE EVER COME ACROSS ! YOU ARE NOT A STRAIGHT MAN ! AND THE MORE I THINK ABOUT IT, IM PRETTY SURE I SAW YOU IN .. CHERRY GROVE ON FIRE ISLAND HANGING FROM A CHANDELIER WE WILL SEE A REAL MAN .... IN 2020 !!! @JoeBiden @BarackObama",Joe Biden,FAVOR,Joe Biden
"A look at Senator #JoeBiden, on busing and integration in #The1970s. ""National History Day 2011 Documentary about the forced busing in Boston in the 1970s."" POLITICO Magazine: Opinion- Jason Sokol: 'How a Young",Joe Biden,AGAINST,Bernie Sanders
"Cute, but So are you Democrats gonna take action and believe Flores? Are you gonna ask Biden to pay his due & step out of the race? are you going to destroy him? you know, the same thing you do 2 Republicans who find themselves accused (without proof) of the same thing",Joe Biden,AGAINST,Joe Biden
"@JoeBiden I think youre great, but come on! He was a bigoted homophobe &amp; does not deserve national honour.",Joe Biden,FAVOR,Joe Biden
Does anybody believe him? Thats the question I have. The democrats have been lieing to the black community for years so I know Joe is full of it,Joe Biden,AGAINST,Joe Biden
"#Biden Perhaps he can stand on #Bloomberg's booster box, he does not need it any more.",Joe Biden,AGAINST,Bernie Sanders
"API's RightScore for POLL-Minorities, Older Adults Boost Biden Atop 2020 Democrat Field | is -51. #america #republican #conservative #fakenews",Joe Biden,AGAINST,Donald Trump
Caucuses in Iowa did not select Joe because they recognized he was senile.,Joe Biden,AGAINST,Bernie Sanders
Holy shit! @JoeBiden just confirmed his running mate WILL be a woman! WOW! #DemocraticDebate,Joe Biden,FAVOR,Joe Biden
@SENATEDEMS @HOUSEDEMOCRATS @POTUS44 @MichelleObama @HillaryClinton @GeorgeWBush__ @JoeBiden YOU ALL MUST DO WHAT YOU CAN TO GET THIS MADMAN OUT OF OUR WHITEHOUSE. NO PRESIDENT IN OUR HISTORY HAS BEEN OR HAD A MORE CORRUPT ADMINISTRATION. ROGUES GALLERY WE CANNOT TOLERATE!,Joe Biden,FAVOR,Joe Biden
"Yo @JoeBiden hook up my girl, she is the best of us",Joe Biden,FAVOR,Joe Biden
She will be destroyed by the public if she does like Biden will be destroyed,Joe Biden,AGAINST,Joe Biden
The @JoeBiden campaign is proud to have the endorsement of Ariel in the all-important #Disney Princess #IACaucus. Feet or fins... all are welcome on #Biden at The Little Mermaid,Joe Biden,FAVOR,Joe Biden
@JoeBiden Thank you for your personal attention to the McCain children in your eulogy today.,Joe Biden,FAVOR,Joe Biden
Did everyone forget that the president admitted to Russian interference & virtually stealing the #Election2016 ? He wasn't &amp; wont be held accountable &amp; most likely will DO IT AGAIN. Keep blaming folks for not voting for Hillary &amp; not wanting to vote for Biden tho. #election2020,Joe Biden,FAVOR,Donald Trump
"Joe is looking really really old, I don't think there's enough gas in his tank to make the trip",Joe Biden,AGAINST,Joe Biden
"Well its true that dirty old man #JoeBiden strikes fear in the hearts of young girls, Ill give him that.",Joe Biden,AGAINST,Joe Biden
"If #Biden cant stand up to her, do you really think anyone on the ticket could? #ShesGodBalls @SenKamalaHarris and Vice President Joe Biden almost just got castrated. #democrats #republicans #manhood #StandUpForYourself",Joe Biden,FAVOR,Joe Biden
"#Bloomberg out...sort of, promises his support to #Biden ! Since Mike makes good on his word,watch for his SuperPAC for Biden coming soon. Bloomberg campaign staff are paid in full through NOVEMBER, and that gives Biden a top tier ground game in all the critical places. #WINWIN",Joe Biden,FAVOR,Bernie Sanders
In the summer Kamala Harris joined Cory Booker in asking for Joe Biden to apologize for his past on segregation.,Joe Biden,AGAINST,Joe Biden
"@JoeBiden thought you were our best chance until you caved to far left. Be authentic or follow HRCs path. Be what you are, a moderate",Joe Biden,AGAINST,Joe Biden
#JoeBiden your being creepy again! Just can't control yourself can you? So much for personal space.,Joe Biden,AGAINST,Joe Biden
He's not *Superman*. He is one of 99 senators with the exact same job and the exact same pressures. This isn't his special burden. The nominee-elect Mr. Biden isn't flipping out on members of the free press. If Bernard is tired of talking about his campaign...,Joe Biden,FAVOR,Bernie Sanders
Doesnt mean anything. Bought Candidates sign a lot of things & then abandon once in office. Shes a fool if she thinks Wall Street bought Biden is going to implement it. Biden has fought for wallstreet & special interests his whole life. #ElizabethWarren,Joe Biden,AGAINST,Bernie Sanders
"Ok. Im back. Joe Biden was the Senate Committee Chair during Anita Hill testimony. He called for the FBI investigation. He meant that the FBI gets facts and turns them in. The hearing sifts through info and asks questions. The FBI DOESNT draw conclusions, the committee does.",Joe Biden,FAVOR,Joe Biden
